2018-01-15 10:48:08.743 INFO  Starting Forge Server.
2018-05-24 11:13:52.352 INFO  Executed vmObjectDeletion (0.015 seconds) - no updates
2018-05-24 11:13:52.352 INFO  Executed removeOldVirtualMachineReferencesFromHostDetails (0.0 seconds) - no updates
2018-05-24 11:13:54.245 INFO  Executed vmMetricsCalculator (0.143 seconds) - [published 251 nodes, 502 observations, published 145 nodes, 145 observations, published 62 nodes, 124 observations, Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 1.0ms. published 145 nodes, 145 observations, Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 1.0ms. published 147 nodes, 147 observations, published 96 nodes, 185 observations]
2018-05-24 11:13:54.246 INFO  Executed esxMetricsCalculator (0.0 seconds) - [published 5 nodes, 5 observations, published 5 nodes, 5 observations]
2018-05-24 11:13:54.246 INFO  Executed clusterMetricsCalculator (0.0 seconds) - published 3 nodes, 6 observations
2018-05-24 11:13:54.246 INFO  Executed datastoreClusterMetricsCalculator (0.0 seconds) - published 7 nodes, 7 observations
2018-05-24 11:13:54.247 INFO  Executed datastoreMetricsCalculator (0.0 seconds) - published 7 nodes, 7 observations
2018-05-24 11:13:54.252 INFO  Executed vSwitchMetricsCalculator (0.005 seconds) - Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 5.0ms. published 27 nodes, 128 observations
2018-05-24 11:13:54.253 INFO  Executed portGroupMetricsCalculator (0.0 seconds) - Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 0.0ms. published 40 nodes, 80 observations
2018-05-24 11:13:56.413 WARN  run
2018-05-24 11:13:56.413 WARN  have timer, cancle it
2018-05-24 11:13:56.413 WARN  should not print this
2018-05-24 11:14:06.413 WARN  run
2018-05-24 11:14:06.413 WARN  have timer, cancle it
2018-05-24 11:14:06.413 WARN  should not print this
2018-05-24 11:14:07.310 INFO  Executed updateVMsIdentity (0.0 seconds) - Update vmotion vms identity 0.0 seconds
2018-05-24 11:14:16.412 WARN  run
2018-05-24 11:14:16.412 WARN  have timer, cancle it
2018-05-24 11:14:16.413 WARN  should not print this
2018-05-24 11:14:26.413 WARN  run
2018-05-24 11:14:26.413 WARN  have timer, cancle it
2018-05-24 11:14:26.413 WARN  should not print this
2018-05-24 11:14:36.412 WARN  should not print this
2018-05-24 11:14:36.413 WARN  run
2018-05-24 11:14:36.413 WARN  have timer, cancle it
2018-05-24 11:14:46.412 WARN  should not print this
2018-05-24 11:14:46.413 WARN  run
2018-05-24 11:14:46.413 WARN  have timer, cancle it
2018-05-24 11:14:56.412 WARN  run
2018-05-24 11:14:56.412 WARN  have timer, cancle it
2018-05-24 11:14:56.413 WARN  should not print this
2018-05-24 11:15:06.413 WARN  run
2018-05-24 11:15:06.413 WARN  have timer, cancle it
2018-05-24 11:15:06.413 WARN  should not print this
2018-05-24 11:15:16.412 WARN  should not print this
2018-05-24 11:15:16.413 WARN  run
2018-05-24 11:15:16.413 WARN  have timer, cancle it
2018-05-24 11:15:26.413 WARN  should not print this
2018-05-24 11:15:26.413 WARN  run
2018-05-24 11:15:26.413 WARN  have timer, cancle it
2018-05-24 11:15:36.413 WARN  should not print this
2018-05-24 11:15:36.413 WARN  run
2018-05-24 11:15:36.413 WARN  have timer, cancle it
2018-05-24 11:15:46.413 WARN  run
2018-05-24 11:15:46.413 WARN  should not print this
2018-05-24 11:15:46.413 WARN  have timer, cancle it
2018-05-24 11:15:56.415 WARN  should not print this
2018-05-24 11:15:56.415 WARN  run
2018-05-24 11:15:56.415 WARN  have timer, cancle it
2018-05-24 11:16:06.413 WARN  run
2018-05-24 11:16:06.413 WARN  have timer, cancle it
2018-05-24 11:16:06.413 WARN  should not print this
2018-05-24 11:16:16.413 WARN  run
2018-05-24 11:16:16.413 WARN  have timer, cancle it
2018-05-24 11:16:16.413 WARN  should not print this
2018-05-24 11:16:26.413 WARN  run
2018-05-24 11:16:26.413 WARN  have timer, cancle it
2018-05-24 11:16:26.413 WARN  should not print this
2018-05-24 11:16:36.412 WARN  run
2018-05-24 11:16:36.412 WARN  have timer, cancle it
2018-05-24 11:16:36.413 WARN  should not print this
2018-05-24 11:16:46.413 WARN  run
2018-05-24 11:16:46.413 WARN  have timer, cancle it
2018-05-24 11:16:46.413 WARN  should not print this
2018-05-24 11:16:56.412 WARN  should not print this
2018-05-24 11:16:56.413 WARN  run
2018-05-24 11:16:56.413 WARN  have timer, cancle it
2018-05-24 11:17:06.413 WARN  should not print this
2018-05-24 11:17:06.413 WARN  run
2018-05-24 11:17:06.413 WARN  have timer, cancle it
2018-05-24 11:17:16.413 WARN  should not print this
2018-05-24 11:17:16.413 WARN  run
2018-05-24 11:17:16.413 WARN  have timer, cancle it
2018-05-24 11:17:26.412 WARN  run
2018-05-24 11:17:26.412 WARN  have timer, cancle it
2018-05-24 11:17:26.413 WARN  should not print this
2018-05-24 11:17:36.412 WARN  should not print this
2018-05-24 11:17:36.413 WARN  run
2018-05-24 11:17:36.413 WARN  have timer, cancle it
2018-05-24 11:17:46.413 WARN  should not print this
2018-05-24 11:17:46.413 WARN  run
2018-05-24 11:17:46.413 WARN  have timer, cancle it
2018-05-24 11:17:56.413 WARN  should not print this
2018-05-24 11:17:56.413 WARN  run
2018-05-24 11:17:56.413 WARN  have timer, cancle it
2018-05-24 11:18:06.413 WARN  should not print this
2018-05-24 11:18:06.413 WARN  run
2018-05-24 11:18:06.413 WARN  have timer, cancle it
2018-05-24 11:18:16.412 WARN  run
2018-05-24 11:18:16.412 WARN  have timer, cancle it
2018-05-24 11:18:16.413 WARN  should not print this
2018-05-24 11:18:26.412 WARN  should not print this
2018-05-24 11:18:26.413 WARN  run
2018-05-24 11:18:26.413 WARN  have timer, cancle it
2018-05-24 11:18:36.413 WARN  should not print this
2018-05-24 11:18:36.413 WARN  run
2018-05-24 11:18:36.413 WARN  have timer, cancle it
2018-05-24 11:18:46.413 WARN  run
2018-05-24 11:18:46.413 WARN  should not print this
2018-05-24 11:18:46.413 WARN  have timer, cancle it
2018-05-24 11:18:52.353 INFO  Executed removeOldVirtualMachineReferencesFromHostDetails (0.0 seconds) - no updates
2018-05-24 11:18:54.468 INFO  Executed vmMetricsCalculator (0.223 seconds) - [published 251 nodes, 502 observations, published 145 nodes, 145 observations, published 62 nodes, 124 observations, Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 1.0ms. published 145 nodes, 145 observations, Time taken to partition and execute query = 1.0ms, total time taken for calculating metrics = 3.0ms. published 147 nodes, 147 observations, published 96 nodes, 185 observations]
2018-05-24 11:18:54.469 INFO  Executed esxMetricsCalculator (0.0 seconds) - [published 5 nodes, 5 observations, published 5 nodes, 5 observations]
2018-05-24 11:18:54.469 INFO  Executed clusterMetricsCalculator (0.0 seconds) - published 3 nodes, 6 observations
2018-05-24 11:18:54.470 INFO  Executed datastoreClusterMetricsCalculator (0.0 seconds) - published 7 nodes, 7 observations
2018-05-24 11:18:54.470 INFO  Executed datastoreMetricsCalculator (0.0 seconds) - published 7 nodes, 7 observations
2018-05-24 11:18:54.476 INFO  Executed vSwitchMetricsCalculator (0.006 seconds) - Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 6.0ms. published 27 nodes, 128 observations
2018-05-24 11:18:54.477 INFO  Executed portGroupMetricsCalculator (0.0 seconds) - Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 0.0ms. published 40 nodes, 80 observations
2018-05-24 11:18:56.412 WARN  run
2018-05-24 11:18:56.412 WARN  have timer, cancle it
2018-05-24 11:18:56.413 WARN  should not print this
2018-05-24 11:19:06.413 WARN  run
2018-05-24 11:19:06.413 WARN  have timer, cancle it
2018-05-24 11:19:06.413 WARN  should not print this
2018-05-24 11:19:07.311 INFO  Executed updateVMsIdentity (0.0 seconds) - Update vmotion vms identity 0.0 seconds
2018-05-24 11:19:16.412 WARN  should not print this
2018-05-24 11:19:16.413 WARN  run
2018-05-24 11:19:16.413 WARN  have timer, cancle it
2018-05-24 11:19:26.413 WARN  should not print this
2018-05-24 11:19:26.413 WARN  run
2018-05-24 11:19:26.413 WARN  have timer, cancle it
2018-05-24 11:19:36.415 WARN  should not print this
2018-05-24 11:19:36.415 WARN  run
2018-05-24 11:19:36.415 WARN  have timer, cancle it
2018-05-24 11:19:46.413 WARN  run
2018-05-24 11:19:46.413 WARN  have timer, cancle it
2018-05-24 11:19:46.413 WARN  should not print this
2018-05-24 11:19:56.412 WARN  run
2018-05-24 11:19:56.412 WARN  have timer, cancle it
2018-05-24 11:19:56.412 WARN  should not print this
2018-05-24 11:19:59.498 INFO  Updated last alarm event process time to 2018-05-24 11:19:59.491
2018-05-24 11:19:59.498 INFO  Processed 3 vSphere events and 0 alarms for VC 10.30.152.201 from 2018-05-24 11:04:54.08 to 2018-05-24 11:19:59.491
2018-05-24 11:20:06.412 WARN  run
2018-05-24 11:20:06.412 WARN  have timer, cancle it
2018-05-24 11:20:06.413 WARN  should not print this
2018-05-24 11:20:16.413 WARN  run
2018-05-24 11:20:16.413 WARN  have timer, cancle it
2018-05-24 11:20:16.413 WARN  should not print this
2018-05-24 11:20:26.413 WARN  run
2018-05-24 11:20:26.413 WARN  have timer, cancle it
2018-05-24 11:20:26.413 WARN  should not print this
2018-05-24 11:20:36.412 WARN  should not print this
2018-05-24 11:20:36.413 WARN  run
2018-05-24 11:20:36.414 WARN  have timer, cancle it
2018-05-24 11:20:46.413 WARN  run
2018-05-24 11:20:46.413 WARN  have timer, cancle it
2018-05-24 11:20:46.413 WARN  should not print this
2018-05-24 11:20:53.604 INFO  Updated last alarm event process time to 2018-05-24 11:20:53.598
2018-05-24 11:20:53.604 INFO  Processed 1 vSphere events and 0 alarms for VC 10.30.152.201 from 2018-05-24 11:19:59.492 to 2018-05-24 11:20:53.598
2018-05-24 11:20:56.412 WARN  should not print this
2018-05-24 11:20:56.414 WARN  run
2018-05-24 11:20:56.414 WARN  have timer, cancle it
2018-05-24 11:21:06.412 WARN  should not print this
2018-05-24 11:21:06.413 WARN  run
2018-05-24 11:21:06.413 WARN  have timer, cancle it
2018-05-24 11:21:16.413 WARN  should not print this
2018-05-24 11:21:16.413 WARN  run
2018-05-24 11:21:16.413 WARN  have timer, cancle it
2018-05-24 11:21:26.413 WARN  should not print this
2018-05-24 11:21:26.413 WARN  run
2018-05-24 11:21:26.413 WARN  have timer, cancle it
2018-05-24 11:21:36.412 WARN  run
2018-05-24 11:21:36.412 WARN  have timer, cancle it
2018-05-24 11:21:36.413 WARN  should not print this
2018-05-24 11:21:46.413 WARN  run
2018-05-24 11:21:46.413 WARN  should not print this
2018-05-24 11:21:46.413 WARN  have timer, cancle it
2018-05-24 11:21:56.412 WARN  run
2018-05-24 11:21:56.412 WARN  have timer, cancle it
2018-05-24 11:21:56.413 WARN  should not print this
2018-05-24 11:22:06.412 WARN  run
2018-05-24 11:22:06.412 WARN  have timer, cancle it
2018-05-24 11:22:06.413 WARN  should not print this
2018-05-24 11:22:16.413 WARN  run
2018-05-24 11:22:16.413 WARN  have timer, cancle it
2018-05-24 11:22:16.413 WARN  should not print this
2018-05-24 11:22:26.412 WARN  run
2018-05-24 11:22:26.412 WARN  have timer, cancle it
2018-05-24 11:22:26.413 WARN  should not print this
2018-05-24 11:22:36.413 WARN  should not print this
2018-05-24 11:22:36.413 WARN  run
2018-05-24 11:22:36.413 WARN  have timer, cancle it
2018-05-24 11:22:46.412 WARN  run
2018-05-24 11:22:46.412 WARN  have timer, cancle it
2018-05-24 11:22:46.413 WARN  should not print this
2018-05-24 11:22:56.412 WARN  should not print this
2018-05-24 11:22:56.415 WARN  run
2018-05-24 11:22:56.415 WARN  have timer, cancle it
2018-05-24 11:23:06.412 WARN  should not print this
2018-05-24 11:23:06.412 WARN  run
2018-05-24 11:23:06.413 WARN  have timer, cancle it
2018-05-24 11:23:16.413 WARN  run
2018-05-24 11:23:16.413 WARN  have timer, cancle it
2018-05-24 11:23:16.413 WARN  should not print this
2018-05-24 11:23:26.412 WARN  run
2018-05-24 11:23:26.412 WARN  have timer, cancle it
2018-05-24 11:23:26.412 WARN  should not print this
2018-05-24 11:23:36.413 WARN  run
2018-05-24 11:23:36.413 WARN  have timer, cancle it
2018-05-24 11:23:36.413 WARN  should not print this
2018-05-24 11:23:46.412 WARN  run
2018-05-24 11:23:46.412 WARN  have timer, cancle it
2018-05-24 11:23:46.413 WARN  should not print this
2018-05-24 11:23:52.151 INFO  Executed updateVMwareFolderService (0.004 seconds) - Update Folder Service Tree took 0.004 seconds
2018-05-24 11:23:52.151 INFO  Executed alertSummaryService (0.0 seconds) - [VMW Virtual Machine VMware Tools(3152bcca-d62e-444a-a338-e26fb546e5f6)[3, 0, 4, 0, 0]], Interrupts(caecf234-a816-4083-9e4d-45f918ada844)[2, 0, 0, 2, 0]], Agent Health State(630861d6-fa0d-45f0-9a64-47b617df9c5e)[1, 0, 0, 1, 0]], Disconnected Agent Manager Clients(9a4c4836-dd4e-4640-9ce1-c6fbce51d999)[1, 0, 0, 0, 0]]]
2018-05-24 11:23:52.368 INFO  Executed vmObjectDeletion (0.015 seconds) - no updates
2018-05-24 11:23:52.369 INFO  Executed removeOldVirtualMachineReferencesFromHostDetails (0.0 seconds) - no updates
2018-05-24 11:23:54.633 INFO  Executed vmMetricsCalculator (0.164 seconds) - [published 251 nodes, 502 observations, published 145 nodes, 145 observations, published 62 nodes, 124 observations, Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 1.0ms. published 145 nodes, 145 observations, Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 1.0ms. published 147 nodes, 147 observations, published 96 nodes, 185 observations]
2018-05-24 11:23:54.634 INFO  Executed esxMetricsCalculator (0.0 seconds) - [published 5 nodes, 5 observations, published 5 nodes, 5 observations]
2018-05-24 11:23:54.634 INFO  Executed clusterMetricsCalculator (0.0 seconds) - published 3 nodes, 6 observations
2018-05-24 11:23:54.648 INFO  Executed datastoreClusterMetricsCalculator (0.014 seconds) - published 7 nodes, 7 observations
2018-05-24 11:23:54.649 INFO  Executed datastoreMetricsCalculator (0.0 seconds) - published 7 nodes, 7 observations
2018-05-24 11:23:54.653 INFO  Executed vSwitchMetricsCalculator (0.004 seconds) - Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 4.0ms. published 27 nodes, 128 observations
2018-05-24 11:23:54.654 INFO  Executed portGroupMetricsCalculator (0.0 seconds) - Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 0.0ms. published 40 nodes, 80 observations
2018-05-24 11:23:56.413 WARN  run
2018-05-24 11:23:56.413 WARN  have timer, cancle it
2018-05-24 11:23:56.413 WARN  should not print this
2018-05-24 11:24:06.413 WARN  should not print this
2018-05-24 11:24:06.413 WARN  run
2018-05-24 11:24:06.413 WARN  have timer, cancle it
2018-05-24 11:24:07.312 INFO  Executed updateVMsIdentity (0.0 seconds) - Update vmotion vms identity 0.0 seconds
2018-05-24 11:24:16.412 WARN  run
2018-05-24 11:24:16.412 WARN  have timer, cancle it
2018-05-24 11:24:16.413 WARN  should not print this
2018-05-24 11:24:26.412 WARN  should not print this
2018-05-24 11:24:26.413 WARN  run
2018-05-24 11:24:26.413 WARN  have timer, cancle it
2018-05-24 11:24:36.413 WARN  should not print this
2018-05-24 11:24:36.413 WARN  run
2018-05-24 11:24:36.413 WARN  have timer, cancle it
2018-05-24 11:24:46.414 WARN  should not print this
2018-05-24 11:24:46.414 WARN  run
2018-05-24 11:24:46.414 WARN  have timer, cancle it
2018-05-24 11:24:56.413 WARN  run
2018-05-24 11:24:56.413 WARN  have timer, cancle it
2018-05-24 11:24:56.413 WARN  should not print this
2018-05-24 11:25:06.413 WARN  run
2018-05-24 11:25:06.413 WARN  have timer, cancle it
2018-05-24 11:25:06.413 WARN  should not print this
2018-05-24 11:25:16.412 WARN  run
2018-05-24 11:25:16.412 WARN  have timer, cancle it
2018-05-24 11:25:16.412 WARN  should not print this
2018-05-24 11:25:26.412 WARN  should not print this
2018-05-24 11:25:26.413 WARN  run
2018-05-24 11:25:26.413 WARN  have timer, cancle it
2018-05-24 11:25:36.412 WARN  run
2018-05-24 11:25:36.413 WARN  should not print this
2018-05-24 11:25:36.413 WARN  have timer, cancle it
2018-05-24 11:25:46.413 WARN  run
2018-05-24 11:25:46.413 WARN  have timer, cancle it
2018-05-24 11:25:46.414 WARN  should not print this
2018-05-24 11:25:56.413 WARN  should not print this
2018-05-24 11:25:56.413 WARN  run
2018-05-24 11:25:56.413 WARN  have timer, cancle it
2018-05-24 11:26:06.413 WARN  run
2018-05-24 11:26:06.413 WARN  have timer, cancle it
2018-05-24 11:26:06.413 WARN  should not print this
2018-05-24 11:26:16.412 WARN  should not print this
2018-05-24 11:26:16.413 WARN  run
2018-05-24 11:26:16.413 WARN  have timer, cancle it
2018-05-24 11:26:26.415 WARN  should not print this
2018-05-24 11:26:26.415 WARN  run
2018-05-24 11:26:26.415 WARN  have timer, cancle it
2018-05-24 11:26:36.412 WARN  should not print this
2018-05-24 11:26:36.413 WARN  run
2018-05-24 11:26:36.413 WARN  have timer, cancle it
2018-05-24 11:26:46.412 WARN  run
2018-05-24 11:26:46.412 WARN  have timer, cancle it
2018-05-24 11:26:46.413 WARN  should not print this
2018-05-24 11:26:56.413 WARN  run
2018-05-24 11:26:56.413 WARN  have timer, cancle it
2018-05-24 11:26:56.413 WARN  should not print this
2018-05-24 11:27:06.413 WARN  should not print this
2018-05-24 11:27:06.413 WARN  run
2018-05-24 11:27:06.414 WARN  have timer, cancle it
2018-05-24 11:27:16.412 WARN  run
2018-05-24 11:27:16.413 WARN  should not print this
2018-05-24 11:27:16.413 WARN  have timer, cancle it
2018-05-24 11:27:26.412 WARN  should not print this
2018-05-24 11:27:26.413 WARN  run
2018-05-24 11:27:26.414 WARN  have timer, cancle it
2018-05-24 11:27:36.413 WARN  should not print this
2018-05-24 11:27:36.414 WARN  run
2018-05-24 11:27:36.414 WARN  have timer, cancle it
2018-05-24 11:27:46.412 WARN  run
2018-05-24 11:27:46.413 WARN  have timer, cancle it
2018-05-24 11:27:46.413 WARN  should not print this
2018-05-24 11:27:56.413 WARN  run
2018-05-24 11:27:56.414 WARN  have timer, cancle it
2018-05-24 11:27:56.414 WARN  should not print this
2018-05-24 11:28:06.413 WARN  run
2018-05-24 11:28:06.413 WARN  have timer, cancle it
2018-05-24 11:28:06.413 WARN  should not print this
2018-05-24 11:28:16.412 WARN  run
2018-05-24 11:28:16.413 WARN  should not print this
2018-05-24 11:28:16.413 WARN  have timer, cancle it
2018-05-24 11:28:26.413 WARN  run
2018-05-24 11:28:26.413 WARN  should not print this
2018-05-24 11:28:26.414 WARN  have timer, cancle it
2018-05-24 11:28:36.415 WARN  should not print this
2018-05-24 11:28:36.415 WARN  run
2018-05-24 11:28:36.415 WARN  have timer, cancle it
2018-05-24 11:28:46.412 WARN  run
2018-05-24 11:28:46.412 WARN  have timer, cancle it
2018-05-24 11:28:46.412 WARN  should not print this
2018-05-24 11:28:52.369 INFO  Executed removeOldVirtualMachineReferencesFromHostDetails (0.0 seconds) - no updates
2018-05-24 11:28:54.771 INFO  Executed vmMetricsCalculator (0.138 seconds) - [published 251 nodes, 502 observations, published 145 nodes, 145 observations, published 62 nodes, 124 observations, Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 1.0ms. published 145 nodes, 145 observations, Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 1.0ms. published 147 nodes, 147 observations, published 96 nodes, 185 observations]
2018-05-24 11:28:54.772 INFO  Executed esxMetricsCalculator (0.0 seconds) - [published 5 nodes, 5 observations, published 5 nodes, 5 observations]
2018-05-24 11:28:54.772 INFO  Executed clusterMetricsCalculator (0.0 seconds) - published 3 nodes, 6 observations
2018-05-24 11:28:54.773 INFO  Executed datastoreClusterMetricsCalculator (0.0 seconds) - published 7 nodes, 7 observations
2018-05-24 11:28:54.773 INFO  Executed datastoreMetricsCalculator (0.0 seconds) - published 7 nodes, 7 observations
2018-05-24 11:28:54.777 INFO  Executed vSwitchMetricsCalculator (0.003 seconds) - Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 3.0ms. published 27 nodes, 128 observations
2018-05-24 11:28:54.777 INFO  Executed portGroupMetricsCalculator (0.0 seconds) - Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 0.0ms. published 40 nodes, 80 observations
2018-05-24 11:28:56.413 WARN  run
2018-05-24 11:28:56.414 WARN  should not print this
2018-05-24 11:28:56.414 WARN  have timer, cancle it
2018-05-24 11:29:06.412 WARN  run
2018-05-24 11:29:06.413 WARN  have timer, cancle it
2018-05-24 11:29:06.413 WARN  should not print this
2018-05-24 11:29:07.312 INFO  Executed updateVMsIdentity (0.0 seconds) - Update vmotion vms identity 0.0 seconds
2018-05-24 11:29:16.412 WARN  should not print this
2018-05-24 11:29:16.413 WARN  run
2018-05-24 11:29:16.414 WARN  have timer, cancle it
2018-05-24 11:29:26.412 WARN  run
2018-05-24 11:29:26.413 WARN  should not print this
2018-05-24 11:29:26.413 WARN  have timer, cancle it
2018-05-24 11:29:36.413 WARN  run
2018-05-24 11:29:36.414 WARN  should not print this
2018-05-24 11:29:36.414 WARN  have timer, cancle it
2018-05-24 11:29:46.412 WARN  run
2018-05-24 11:29:46.413 WARN  have timer, cancle it
2018-05-24 11:29:46.413 WARN  should not print this
2018-05-24 11:29:56.413 WARN  should not print this
2018-05-24 11:29:56.414 WARN  run
2018-05-24 11:29:56.414 WARN  have timer, cancle it
2018-05-24 11:30:06.412 WARN  should not print this
2018-05-24 11:30:06.413 WARN  run
2018-05-24 11:30:06.414 WARN  have timer, cancle it
2018-05-24 11:30:16.414 WARN  run
2018-05-24 11:30:16.415 WARN  have timer, cancle it
2018-05-24 11:30:16.415 WARN  should not print this
2018-05-24 11:30:26.412 WARN  should not print this
2018-05-24 11:30:26.413 WARN  run
2018-05-24 11:30:26.413 WARN  have timer, cancle it
2018-05-24 11:30:36.413 WARN  run
2018-05-24 11:30:36.414 WARN  should not print this
2018-05-24 11:30:36.414 WARN  have timer, cancle it
2018-05-24 11:30:46.413 WARN  should not print this
2018-05-24 11:30:46.413 WARN  run
2018-05-24 11:30:46.414 WARN  have timer, cancle it
2018-05-24 11:30:56.413 WARN  run
2018-05-24 11:30:56.413 WARN  have timer, cancle it
2018-05-24 11:30:56.414 WARN  should not print this
2018-05-24 11:31:06.413 WARN  should not print this
2018-05-24 11:31:06.413 WARN  run
2018-05-24 11:31:06.414 WARN  have timer, cancle it
2018-05-24 11:31:16.412 WARN  should not print this
2018-05-24 11:31:16.413 WARN  run
2018-05-24 11:31:16.413 WARN  have timer, cancle it
2018-05-24 11:31:26.413 WARN  should not print this
2018-05-24 11:31:26.413 WARN  run
2018-05-24 11:31:26.414 WARN  have timer, cancle it
2018-05-24 11:31:36.412 WARN  run
2018-05-24 11:31:36.413 WARN  should not print this
2018-05-24 11:31:36.413 WARN  have timer, cancle it
2018-05-24 11:31:46.413 WARN  run
2018-05-24 11:31:46.414 WARN  should not print this
2018-05-24 11:31:46.414 WARN  have timer, cancle it
2018-05-24 11:31:56.412 WARN  run
2018-05-24 11:31:56.413 WARN  should not print this
2018-05-24 11:31:56.413 WARN  have timer, cancle it
2018-05-24 11:32:06.412 WARN  run
2018-05-24 11:32:06.413 WARN  should not print this
2018-05-24 11:32:06.413 WARN  have timer, cancle it
2018-05-24 11:32:16.412 WARN  should not print this
2018-05-24 11:32:16.413 WARN  run
2018-05-24 11:32:16.415 WARN  have timer, cancle it
2018-05-24 11:32:26.413 WARN  run
2018-05-24 11:32:26.414 WARN  should not print this
2018-05-24 11:32:26.414 WARN  have timer, cancle it
2018-05-24 11:32:36.412 WARN  should not print this
2018-05-24 11:32:36.413 WARN  run
2018-05-24 11:32:36.414 WARN  have timer, cancle it
2018-05-24 11:32:46.412 WARN  run
2018-05-24 11:32:46.413 WARN  should not print this
2018-05-24 11:32:46.413 WARN  have timer, cancle it
2018-05-24 11:32:56.412 WARN  should not print this
2018-05-24 11:32:56.413 WARN  run
2018-05-24 11:32:56.414 WARN  have timer, cancle it
2018-05-24 11:33:06.412 WARN  should not print this
2018-05-24 11:33:06.413 WARN  run
2018-05-24 11:33:06.414 WARN  have timer, cancle it
2018-05-24 11:33:16.412 WARN  run
2018-05-24 11:33:16.413 WARN  have timer, cancle it
2018-05-24 11:33:16.413 WARN  should not print this
2018-05-24 11:33:26.413 WARN  should not print this
2018-05-24 11:33:26.413 WARN  run
2018-05-24 11:33:26.414 WARN  have timer, cancle it
2018-05-24 11:33:36.412 WARN  run
2018-05-24 11:33:36.413 WARN  should not print this
2018-05-24 11:33:36.413 WARN  have timer, cancle it
2018-05-24 11:33:46.412 WARN  should not print this
2018-05-24 11:33:46.413 WARN  run
2018-05-24 11:33:46.414 WARN  have timer, cancle it
2018-05-24 11:33:52.132 INFO  Executed recurLookupForReservedCaches (0.0 seconds) - DNS lookup took 0.0 seconds
2018-05-24 11:33:52.157 INFO  Executed updateVMwareFolderService (0.006 seconds) - Update Folder Service Tree took 0.005 seconds
2018-05-24 11:33:52.383 INFO  Executed vmObjectDeletion (0.014 seconds) - no updates
2018-05-24 11:33:52.384 INFO  Executed removeOldVirtualMachineReferencesFromHostDetails (0.0 seconds) - no updates
2018-05-24 11:33:54.866 INFO  Executed vmMetricsCalculator (0.093 seconds) - [published 251 nodes, 502 observations, published 145 nodes, 145 observations, published 62 nodes, 124 observations, Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 1.0ms. published 145 nodes, 145 observations, Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 1.0ms. published 147 nodes, 147 observations, published 96 nodes, 185 observations]
2018-05-24 11:33:54.866 INFO  Executed esxMetricsCalculator (0.0 seconds) - [published 5 nodes, 5 observations, published 5 nodes, 5 observations]
2018-05-24 11:33:54.867 INFO  Executed clusterMetricsCalculator (0.0 seconds) - published 3 nodes, 6 observations
2018-05-24 11:33:54.867 INFO  Executed datastoreClusterMetricsCalculator (0.0 seconds) - published 7 nodes, 7 observations
2018-05-24 11:33:54.867 INFO  Executed datastoreMetricsCalculator (0.0 seconds) - published 7 nodes, 7 observations
2018-05-24 11:33:54.871 INFO  Executed vSwitchMetricsCalculator (0.004 seconds) - Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 4.0ms. published 27 nodes, 128 observations
2018-05-24 11:33:54.872 INFO  Executed portGroupMetricsCalculator (0.0 seconds) - Time taken to partition and execute query = 0.0ms, total time taken for calculating metrics = 0.0ms. published 40 nodes, 80 observations
2018-05-24 11:33:56.413 WARN  run
2018-05-24 11:33:56.414 WARN  should not print this
2018-05-24 11:33:56.414 WARN  have timer, cancle it
2018-05-24 11:34:06.413 WARN  run
2018-05-24 11:34:06.414 WARN  have timer, cancle it
2018-05-24 11:34:06.414 WARN  should not print this
2018-05-24 11:34:07.313 INFO  Executed updateVMsIdentity (0.0 seconds) - Update vmotion vms identity 0.0 seconds
2018-05-24 11:34:16.412 WARN  run
2018-05-24 11:34:16.414 WARN  have timer, cancle it
2018-05-24 11:34:16.415 WARN  should not print this
2018-05-24 11:34:26.413 WARN  run
2018-05-24 11:34:26.413 WARN  have timer, cancle it
2018-05-24 11:34:26.413 WARN  should not print this
2018-05-24 11:34:36.412 WARN  run
2018-05-24 11:34:36.413 WARN  should not print this
2018-05-24 11:34:36.413 WARN  have timer, cancle it
2018-05-24 11:34:46.413 WARN  run
2018-05-24 11:34:46.413 WARN  have timer, cancle it
2018-05-24 11:34:46.413 WARN  should not print this
2018-05-24 11:34:56.414 WARN  run
2018-05-24 11:34:56.414 WARN  have timer, cancle it
2018-05-24 11:34:56.415 WARN  should not print this
2018-05-24 11:35:06.413 WARN  run
2018-05-24 11:35:06.414 WARN  have timer, cancle it
